video_number,inferred_date,inferred_title,video_id,source_vtt_path,cleaned_md_path,word_count,line_count,file_size_bytes,has_transcript,notes
237,2022-03-26,Orderflows Sequencing Indicator For NT8 Order Flow Analysis For Candlestick Charts On NinjaTrader,C6opqFcg1ls,C:\YTTranscripts\Orderflows_Dedup_v2\20220326 - Orderflows Sequencing Indicator For NT8 Order Flow Analysis For Candlestick Charts On NinjaTrader [C6opqFcg1ls].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0237_20220326_Orderflows_Sequencing_Indicator_For_NT8_Order_Flow_Analysis__C6opqFcg1ls.md,6116,1004,313662,TRUE,
238,2022-03-29,Bitcoin Analysis With Order Flow Footprint Chart,aXn7Qpm5xhE,C:\YTTranscripts\Orderflows_Dedup_v2\20220329 - Bitcoin Analysis With Order Flow Footprint Chart [aXn7Qpm5xhE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0238_20220329_Bitcoin_Analysis_With_Order_Flow_Footprint_Chart_aXn7Qpm5xhE.md,2820,446,143104,TRUE,
239,2022-03-29,How To Set Up Orderflows Sequencing In Markers For NinjaTrader 8 Order Flow Trading,03w35Q0a-jI,C:\YTTranscripts\Orderflows_Dedup_v2\20220329 - How To Set Up Orderflows Sequencing In Markers For NinjaTrader 8 Order Flow Trading [03w35Q0a-jI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0239_20220329_How_To_Set_Up_Orderflows_Sequencing_In_Markers_For_NinjaTrad_03w35Q0a-jI.md,1848,306,93728,TRUE,
240,2022-03-30,Pros And Cons Of Automated Trading With Orderflows Sequencing For NinjaTrader 8,eCeP9WDwZUI,C:\YTTranscripts\Orderflows_Dedup_v2\20220330 - Pros And Cons Of Automated Trading With Orderflows Sequencing For NinjaTrader 8 [eCeP9WDwZUI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0240_20220330_Pros_And_Cons_Of_Automated_Trading_With_Orderflows_Sequencin_eCeP9WDwZUI.md,5270,909,271591,TRUE,
241,2022-04-03,Bitcoin Order Flow Market Analysis March 30 April 2 Using Orderflows Trader 5 0 For NinjaTrader,l4NrytQSSAg,C:\YTTranscripts\Orderflows_Dedup_v2\20220403 - Bitcoin Order Flow Market Analysis March 30   April 2 Using Orderflows Trader 5 0 For NinjaTrader [l4NrytQSSAg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0241_20220403_Bitcoin_Order_Flow_Market_Analysis_March_30_April_2_Using_Or_l4NrytQSSAg.md,4367,699,220965,TRUE,
242,2022-04-03,Part 1 Trading with the Order Flow Footprint How to Spot Opportunities in the Market,RNa63__hKSE,C:\YTTranscripts\Orderflows_Dedup_v2\20220403 - Part 1 Trading with the Order Flow Footprint  How to Spot Opportunities in the Market [RNa63__hKSE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0242_20220403_Part_1_Trading_with_the_Order_Flow_Footprint_How_to_Spot_Opp_RNa63__hKSE.md,9181,1529,470093,TRUE,
243,2022-04-03,Part 2 Trading with the Order Flow Footprint How to Spot Opportunities in the Market 2,pqBAUgpHYHU,C:\YTTranscripts\Orderflows_Dedup_v2\20220403 - Part 2 Trading with the Order Flow Footprint How to Spot Opportunities in the Market 2 [pqBAUgpHYHU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0243_20220403_Part_2_Trading_with_the_Order_Flow_Footprint_How_to_Spot_Opp_pqBAUgpHYHU.md,6458,1137,335499,TRUE,
244,2022-04-07,Order Flow Analysis Inverse Imbalances How To Trade Them With NinjaTrader 8,sUJqWMIigZs,C:\YTTranscripts\Orderflows_Dedup_v2\20220407 - Order Flow Analysis Inverse Imbalances How To Trade Them With NinjaTrader 8 [sUJqWMIigZs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0244_20220407_Order_Flow_Analysis_Inverse_Imbalances_How_To_Trade_Them_Wit_sUJqWMIigZs.md,1898,300,95776,TRUE,
245,2022-04-07,What To Look For In The Order Flow On 10 Minute Footprint Charts Using Orderflows Trader,NVCmmdMeMSY,C:\YTTranscripts\Orderflows_Dedup_v2\20220407 - What To Look For In The Order Flow On 10 Minute Footprint Charts Using Orderflows Trader [NVCmmdMeMSY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0245_20220407_What_To_Look_For_In_The_Order_Flow_On_10_Minute_Footprint_Ch_NVCmmdMeMSY.md,3703,591,187811,TRUE,
246,2022-04-08,Understanding How Big Orders Trade In The Order Flow Using Orderflows Trader For NinjaTrader 8,zQPoT7th5iI,C:\YTTranscripts\Orderflows_Dedup_v2\20220408 - Understanding How Big Orders Trade In The Order Flow Using Orderflows Trader For NinjaTrader 8 [zQPoT7th5iI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0246_20220408_Understanding_How_Big_Orders_Trade_In_The_Order_Flow_Using_O_zQPoT7th5iI.md,2612,402,131315,TRUE,
247,2022-04-12,Trading The Order Flow Delta Footprint Chart With Orderflows Trader 5 For NinjaTrader,BwymfXh9KnI,C:\YTTranscripts\Orderflows_Dedup_v2\20220412 - Trading The Order Flow Delta Footprint Chart With Orderflows Trader 5 For NinjaTrader [BwymfXh9KnI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0247_20220412_Trading_The_Order_Flow_Delta_Footprint_Chart_With_Orderflows_BwymfXh9KnI.md,2992,465,150596,TRUE,
248,2022-04-14,"What Did The Delta Scalper Do In MES, GC and 6E",TriUrqJmQCQ,"C:\YTTranscripts\Orderflows_Dedup_v2\20220414 - What Did The Delta Scalper Do In MES, GC and 6E [TriUrqJmQCQ].en.vtt",C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0248_20220414_What_Did_The_Delta_Scalper_Do_In_MES_GC_and_6E_TriUrqJmQCQ.md,2121,336,106318,TRUE,
249,2022-04-19,Order Flow Highlights ES April 18 and 19 2022 NinjaTrader 8 Orderflows Trader 5,UH9B3sTLyHU,C:\YTTranscripts\Orderflows_Dedup_v2\20220419 - Order Flow Highlights ES April 18 and 19 2022 NinjaTrader 8 Orderflows Trader 5 [UH9B3sTLyHU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0249_20220419_Order_Flow_Highlights_ES_April_18_and_19_2022_NinjaTrader_8__UH9B3sTLyHU.md,3385,528,170859,TRUE,
250,2022-04-20,How To Set Up Orderflows Delta Scalper With Markers From The Indicator Store,goVqzUgQ-jM,C:\YTTranscripts\Orderflows_Dedup_v2\20220420 - How To Set Up Orderflows Delta Scalper With Markers From The Indicator Store [goVqzUgQ-jM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0250_20220420_How_To_Set_Up_Orderflows_Delta_Scalper_With_Markers_From_The_goVqzUgQ-jM.md,1804,260,86903,TRUE,
251,2022-05-09,Advanced Techniques For Trading Order Flow,GP1JaXjyD8k,C:\YTTranscripts\Orderflows_Dedup_v2\20220509 - Advanced Techniques For Trading Order Flow [GP1JaXjyD8k].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0251_20220509_Advanced_Techniques_For_Trading_Order_Flow_GP1JaXjyD8k.md,9613,1613,497128,TRUE,
252,2022-06-01,Learn advanced order flow techniques to trade like a PRO,bdbSkf2Ahrs,C:\YTTranscripts\Orderflows_Dedup_v2\20220601 - Learn advanced order flow techniques to trade like a PRO [bdbSkf2Ahrs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0252_20220601_Learn_advanced_order_flow_techniques_to_trade_like_a_PRO_bdbSkf2Ahrs.md,10145,1647,518190,TRUE,
253,2022-06-16,The Orderflows Flowsmasher Workshop,t7_JsnBSlw4,C:\YTTranscripts\Orderflows_Dedup_v2\20220616 - The Orderflows Flowsmasher Workshop [t7_JsnBSlw4].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0253_20220616_The_Orderflows_Flowsmasher_Workshop_t7_JsnBSlw4.md,9670,1669,499003,TRUE,
254,2022-07-01,Trading with Order Flow How to Spot Opportunities in the Market,SSS6Qe-QL8U,C:\YTTranscripts\Orderflows_Dedup_v2\20220701 - Trading with Order Flow How to Spot Opportunities in the Market [SSS6Qe-QL8U].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0254_20220701_Trading_with_Order_Flow_How_to_Spot_Opportunities_in_the_Mar_SSS6Qe-QL8U.md,11881,1962,619623,TRUE,
255,2022-07-22,Professional Trading Strategies Trading The Order Flow,NbP8isuPajs,C:\YTTranscripts\Orderflows_Dedup_v2\20220722 - Professional Trading Strategies Trading The Order Flow [NbP8isuPajs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0255_20220722_Professional_Trading_Strategies_Trading_The_Order_Flow_NbP8isuPajs.md,12395,1923,628426,TRUE,
256,2022-08-05,How to Find Hidden Trading Opportunities using Order Flow,hhvs7cYd5SM,C:\YTTranscripts\Orderflows_Dedup_v2\20220805 - How to Find Hidden Trading Opportunities using Order Flow [hhvs7cYd5SM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0256_20220805_How_to_Find_Hidden_Trading_Opportunities_using_Order_Flow_hhvs7cYd5SM.md,10506,1705,540364,TRUE,
257,2022-08-12,Orderflows Stratum Analyze Volume Analysis In Value,clnDOBddRj8,C:\YTTranscripts\Orderflows_Dedup_v2\20220812 - Orderflows Stratum Analyze Volume Analysis In Value [clnDOBddRj8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0257_20220812_Orderflows_Stratum_Analyze_Volume_Analysis_In_Value_clnDOBddRj8.md,13215,2281,676977,TRUE,
258,2022-08-26,Volume Profile Workshop With Aaron Korbs,X_Jy9vfN4fY,C:\YTTranscripts\Orderflows_Dedup_v2\20220826 - Volume Profile Workshop With Aaron Korbs [X_Jy9vfN4fY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0258_20220826_Volume_Profile_Workshop_With_Aaron_Korbs_X_Jy9vfN4fY.md,11925,1852,600158,TRUE,
259,2022-09-01,Order Flow Trading What Happens When You Get Back To Back POCs In A Bar,inPav8Eo130,C:\YTTranscripts\Orderflows_Dedup_v2\20220901 - Order Flow Trading What Happens When You Get Back To Back POCs In A Bar [inPav8Eo130].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0259_20220901_Order_Flow_Trading_What_Happens_When_You_Get_Back_To_Back_PO_inPav8Eo130.md,842,116,40760,TRUE,
260,2022-09-03,E Mini SP Order Flow Analysis Of Heavy Volume & Initiative Selling,c7xKEoNSuTs,C:\YTTranscripts\Orderflows_Dedup_v2\20220903 - E Mini SP Order Flow Analysis Of Heavy Volume & Initiative Selling [c7xKEoNSuTs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0260_20220903_E_Mini_SP_Order_Flow_Analysis_Of_Heavy_Volume_Initiative_Sel_c7xKEoNSuTs.md,3159,489,159004,TRUE,
261,2022-09-03,Stacked Imbalances In The Order Flow Find Low Risk Trades,q3afc_rvvYg,C:\YTTranscripts\Orderflows_Dedup_v2\20220903 - Stacked Imbalances In The Order Flow Find Low Risk Trades [q3afc_rvvYg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0261_20220903_Stacked_Imbalances_In_The_Order_Flow_Find_Low_Risk_Trades_q3afc_rvvYg.md,2080,327,105324,TRUE,
262,2022-09-05,Market Imbalances In The Order Flow How To Analyze Order Flow Strategies,-Hy63X5WWCk,C:\YTTranscripts\Orderflows_Dedup_v2\20220905 - Market Imbalances In The Order Flow How To Analyze Order Flow Strategies [-Hy63X5WWCk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0262_20220905_Market_Imbalances_In_The_Order_Flow_How_To_Analyze_Order_Flo_-Hy63X5WWCk.md,3443,522,172910,TRUE,
263,2022-09-06,Did Order Flow Delta Foreshadow The Market Sell Off Order Flow Analysis,ym333gXQG0w,C:\YTTranscripts\Orderflows_Dedup_v2\20220906 - Did Order Flow Delta Foreshadow The Market Sell Off Order Flow Analysis [ym333gXQG0w].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0263_20220906_Did_Order_Flow_Delta_Foreshadow_The_Market_Sell_Off_Order_Fl_ym333gXQG0w.md,1852,275,92596,TRUE,
264,2022-09-06,Does Order Flow Delta Matter Let's Find Out Order Flow Trading Strategies NT8,zUfYAwJ9UC8,C:\YTTranscripts\Orderflows_Dedup_v2\20220906 - Does Order Flow Delta Matter Let's Find Out   Order Flow Trading Strategies NT8 [zUfYAwJ9UC8].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0264_20220906_Does_Order_Flow_Delta_Matter_Let_s_Find_Out_Order_Flow_Tradi_zUfYAwJ9UC8.md,2576,374,127593,TRUE,
265,2022-09-08,Delta Footprint Chart Gives Traders Great Information When You Know What To Look For,1wOjnQwKgqM,C:\YTTranscripts\Orderflows_Dedup_v2\20220908 - Delta Footprint Chart Gives Traders Great Information When You Know What To Look For [1wOjnQwKgqM].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0265_20220908_Delta_Footprint_Chart_Gives_Traders_Great_Information_When_Y_1wOjnQwKgqM.md,3433,523,171358,TRUE,
266,2022-09-08,Orderflows & Markers Plus Trading Workshop Automate Order Flow,_zbLa-VsBJU,C:\YTTranscripts\Orderflows_Dedup_v2\20220908 - Orderflows & Markers Plus Trading Workshop Automate Order Flow [_zbLa-VsBJU].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0266_20220908_Orderflows_Markers_Plus_Trading_Workshop_Automate_Order_Flow__zbLa-VsBJU.md,10599,1640,525594,TRUE,
267,2022-09-10,Order Flow Delta Why Does It Even Mean To Traders Find Patterns To Trade,t2s_-hZ_btY,C:\YTTranscripts\Orderflows_Dedup_v2\20220910 - Order Flow Delta Why Does It Even Mean To Traders Find Patterns To Trade [t2s_-hZ_btY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0267_20220910_Order_Flow_Delta_Why_Does_It_Even_Mean_To_Traders_Find_Patte_t2s_-hZ_btY.md,2122,336,107569,TRUE,
268,2022-09-11,How To Trade Using Point of Control POC In The Order Flow,73hHEB2aCRQ,C:\YTTranscripts\Orderflows_Dedup_v2\20220911 - How To Trade Using Point of Control POC In The Order Flow [73hHEB2aCRQ].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0268_20220911_How_To_Trade_Using_Point_of_Control_POC_In_The_Order_Flow_73hHEB2aCRQ.md,3005,399,144621,TRUE,
269,2022-09-12,Absorption In The Order Flow On Moves Up How To See It In The Delta And Imbalances,n9buSk4fTmg,C:\YTTranscripts\Orderflows_Dedup_v2\20220912 - Absorption In The Order Flow On Moves Up How To See It In The Delta And Imbalances [n9buSk4fTmg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0269_20220912_Absorption_In_The_Order_Flow_On_Moves_Up_How_To_See_It_In_Th_n9buSk4fTmg.md,2110,322,105813,TRUE,
270,2022-09-13,Easy Way To Spot A Market Under Strong Selling Pressure With Order Flow,TQOk5IcD9yo,C:\YTTranscripts\Orderflows_Dedup_v2\20220913 - Easy Way To Spot A Market Under Strong Selling Pressure With Order Flow [TQOk5IcD9yo].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0270_20220913_Easy_Way_To_Spot_A_Market_Under_Strong_Selling_Pressure_With_TQOk5IcD9yo.md,2719,417,135875,TRUE,
271,2022-09-15,Discover New Trading Strategies With Order Flow,_ZDm6q4-YCk,C:\YTTranscripts\Orderflows_Dedup_v2\20220915 - Discover New Trading Strategies With Order Flow [_ZDm6q4-YCk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0271_20220915_Discover_New_Trading_Strategies_With_Order_Flow__ZDm6q4-YCk.md,11853,1911,617764,TRUE,
272,2022-09-17,Stopping Volume In Order Flow Use POC To Create A Trading Strategy,toLcsexgGCg,C:\YTTranscripts\Orderflows_Dedup_v2\20220917 - Stopping Volume In Order Flow Use POC To Create A Trading Strategy [toLcsexgGCg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0272_20220917_Stopping_Volume_In_Order_Flow_Use_POC_To_Create_A_Trading_St_toLcsexgGCg.md,2510,347,121591,TRUE,
273,2022-09-19,Point Of Control Trading In The Order Flow What To Look For,XQrQbkTOzqk,C:\YTTranscripts\Orderflows_Dedup_v2\20220919 - Point Of Control Trading In The Order Flow What To Look For [XQrQbkTOzqk].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0273_20220919_Point_Of_Control_Trading_In_The_Order_Flow_What_To_Look_For_XQrQbkTOzqk.md,2643,398,132259,TRUE,
274,2022-09-20,Delta Analysis Point Of Control And Price Action Trading With Order Flow,7qwGYsNPf9o,C:\YTTranscripts\Orderflows_Dedup_v2\20220920 - Delta Analysis Point Of Control And Price Action Trading With Order Flow [7qwGYsNPf9o].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0274_20220920_Delta_Analysis_Point_Of_Control_And_Price_Action_Trading_Wit_7qwGYsNPf9o.md,3476,496,170758,TRUE,
275,2022-09-21,FED Day What To Look For In The Order Flow On Volatile Days,1uuEDXgtERs,C:\YTTranscripts\Orderflows_Dedup_v2\20220921 - FED Day What To Look For In The Order Flow On Volatile Days [1uuEDXgtERs].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0275_20220921_FED_Day_What_To_Look_For_In_The_Order_Flow_On_Volatile_Days_1uuEDXgtERs.md,3320,485,164246,TRUE,
276,2022-09-24,Price Scalper Workshop Combine Price Action And Order Flow,dV7steO3Xas,C:\YTTranscripts\Orderflows_Dedup_v2\20220924 - Price Scalper Workshop Combine Price Action And Order Flow [dV7steO3Xas].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0276_20220924_Price_Scalper_Workshop_Combine_Price_Action_And_Order_Flow_dV7steO3Xas.md,9752,1628,497365,TRUE,
277,2022-09-24,Stopping Volume In The Order Flow How To See It How To Trade It,hLjSSrRSiCY,C:\YTTranscripts\Orderflows_Dedup_v2\20220924 - Stopping Volume In The Order Flow How To See It How To Trade It [hLjSSrRSiCY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0277_20220924_Stopping_Volume_In_The_Order_Flow_How_To_See_It_How_To_Trade_hLjSSrRSiCY.md,3005,422,146302,TRUE,
278,2022-09-24,Volume in the footprint where to expect to see volume and what to do when fresh volume comes in,SCiLR14ZBFE,C:\YTTranscripts\Orderflows_Dedup_v2\20220924 - Volume in the footprint where to expect to see volume and what to do when fresh volume comes in [SCiLR14ZBFE].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0278_20220924_Volume_in_the_footprint_where_to_expect_to_see_volume_and_wh_SCiLR14ZBFE.md,2982,434,147340,TRUE,
279,2022-09-26,Did Order Flow Give Signs Ahead Of The 350 Tick British Pound Drop Orderflows Trader Analysis,YqaaXPArWIo,C:\YTTranscripts\Orderflows_Dedup_v2\20220926 - Did Order Flow Give Signs Ahead Of The 350 Tick British Pound Drop   Orderflows Trader Analysis [YqaaXPArWIo].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0279_20220926_Did_Order_Flow_Give_Signs_Ahead_Of_The_350_Tick_British_Poun_YqaaXPArWIo.md,2584,366,126212,TRUE,
280,2022-09-27,How To Recognize Trapped Traders And The Different Types Of Traps In Order Flow,3CwSqiJ073w,C:\YTTranscripts\Orderflows_Dedup_v2\20220927 - How To Recognize Trapped Traders And The Different Types Of Traps In Order Flow [3CwSqiJ073w].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0280_20220927_How_To_Recognize_Trapped_Traders_And_The_Different_Types_Of__3CwSqiJ073w.md,2586,384,129542,TRUE,
281,2022-09-28,Gold Rallies On Strong Order Flow Learn How To Read The Volume At Price,rVLtwiZteMw,C:\YTTranscripts\Orderflows_Dedup_v2\20220928 - Gold Rallies On Strong Order Flow Learn How To Read The Volume At Price [rVLtwiZteMw].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0281_20220928_Gold_Rallies_On_Strong_Order_Flow_Learn_How_To_Read_The_Volu_rVLtwiZteMw.md,2550,355,123644,TRUE,
282,2022-09-30,Order Flow Volume Migrating Lower As A Sign Of A Trend Order Flow Imbalances,qNqNfMSF4mg,C:\YTTranscripts\Orderflows_Dedup_v2\20220930 - Order Flow Volume Migrating Lower As A Sign Of A Trend Order Flow Imbalances [qNqNfMSF4mg].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0282_20220930_Order_Flow_Volume_Migrating_Lower_As_A_Sign_Of_A_Trend_Order_qNqNfMSF4mg.md,3391,483,165785,TRUE,
283,2022-10-11,Order Flow Imbalance And Volume Analysis Use Market Generated Information To Trade,KxJ2NXP_-T0,C:\YTTranscripts\Orderflows_Dedup_v2\20221011 - Order Flow Imbalance And Volume Analysis Use Market Generated Information To Trade [KxJ2NXP_-T0].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0283_20221011_Order_Flow_Imbalance_And_Volume_Analysis_Use_Market_Generate_KxJ2NXP_-T0.md,3551,526,177598,TRUE,
284,2022-10-11,Orderflows Trader 6 Part 1 Breaking Down Barriers Of Market Analysis Order Flow Made Easy,zyLex_Y0fGA,C:\YTTranscripts\Orderflows_Dedup_v2\20221011 - Orderflows Trader 6 Part 1 Breaking Down Barriers Of Market Analysis Order Flow Made Easy [zyLex_Y0fGA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0284_20221011_Orderflows_Trader_6_Part_1_Breaking_Down_Barriers_Of_Market__zyLex_Y0fGA.md,7152,1201,370294,TRUE,
285,2022-10-11,Orderflows Trader 6 Part 2 Breaking Down Barriers Of Market Analysis Order Flow Made Easy,-BoBTeHQkuo,C:\YTTranscripts\Orderflows_Dedup_v2\20221011 - Orderflows Trader 6 Part 2 Breaking Down Barriers Of Market Analysis Order Flow Made Easy [-BoBTeHQkuo].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0285_20221011_Orderflows_Trader_6_Part_2_Breaking_Down_Barriers_Of_Market__-BoBTeHQkuo.md,7272,1128,363143,TRUE,
286,2022-10-13,Inverse Imbalances Trapped Traders In The Order Flow Caught Offside,3f7lkXGE5YA,C:\YTTranscripts\Orderflows_Dedup_v2\20221013 - Inverse Imbalances Trapped Traders In The Order Flow Caught Offside [3f7lkXGE5YA].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0286_20221013_Inverse_Imbalances_Trapped_Traders_In_The_Order_Flow_Caught__3f7lkXGE5YA.md,3075,449,151619,TRUE,
287,2022-10-14,Trading Order Flow In A Volatile Environment With The Orderflows Trader Software,ZgXdM6Rjel4,C:\YTTranscripts\Orderflows_Dedup_v2\20221014 - Trading Order Flow In A Volatile Environment With The Orderflows Trader Software [ZgXdM6Rjel4].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0287_20221014_Trading_Order_Flow_In_A_Volatile_Environment_With_The_Orderf_ZgXdM6Rjel4.md,3613,523,178968,TRUE,
288,2022-10-21,Signs In The Order Flow Before Big Market Moves Orderflows Trader,rRMFHEQiUFY,C:\YTTranscripts\Orderflows_Dedup_v2\20221021 - Signs In The Order Flow Before Big Market Moves Orderflows Trader [rRMFHEQiUFY].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0288_20221021_Signs_In_The_Order_Flow_Before_Big_Market_Moves_Orderflows_T_rRMFHEQiUFY.md,4056,568,197244,TRUE,
289,2022-11-09,Different Types Of Traders In The Order Flow Spotting Absorption Through Imbalances,Un-CFiT29CI,C:\YTTranscripts\Orderflows_Dedup_v2\20221109 - Different Types Of Traders In The Order Flow Spotting Absorption Through Imbalances [Un-CFiT29CI].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0289_20221109_Different_Types_Of_Traders_In_The_Order_Flow_Spotting_Absorp_Un-CFiT29CI.md,2631,383,129822,TRUE,
290,2022-11-15,How To Trade Order Flow The Smart Way,zSIK0pD3O54,C:\YTTranscripts\Orderflows_Dedup_v2\20221115 - How To Trade Order Flow The Smart Way [zSIK0pD3O54].en.vtt,C:\Users\chenk\Desktop\LloydTrading\Reversals\Research\Orderflows_APlus_Reversal_KB_v1\clean_transcripts\0290_20221115_How_To_Trade_Order_Flow_The_Smart_Way_zSIK0pD3O54.md,14213,2332,737791,TRUE,
